input/j1201_1.sm,149,129
input/j1201_2.sm,153,77
input/j1201_3.sm,154,154
input/j1201_4.sm,120,-36
input/j1201_5.sm,153,83
input/j1201_6.sm,109,-131
input/j1201_7.sm,147,-175
input/j1201_8.sm,146,26
input/j1201_9.sm,149,-58
input/j1201_10.sm,172,-268
input/j1202_1.sm,107,-168
input/j1202_2.sm,92,-244
input/j1202_3.sm,118,66
input/j1202_4.sm,130,-206
input/j1202_5.sm,134,-391
input/j1202_6.sm,132,-284
input/j1202_7.sm,112,78
input/j1202_8.sm,110,-574
input/j1202_9.sm,125,-84
input/j1202_10.sm,139,-761
input/j1203_1.sm,102,-1389
input/j1203_2.sm,100,100
input/j1203_3.sm,112,-440
input/j1203_4.sm,91,-389
input/j1203_5.sm,115,-735
input/j1203_6.sm,118,-1026
input/j1203_7.sm,111,-591
input/j1203_8.sm,103,-373
input/j1203_9.sm,100,-422
input/j1203_10.sm,110,-430
input/j1204_1.sm,106,-359
input/j1204_2.sm,113,-975
input/j1204_3.sm,95,-334
input/j1204_4.sm,92,-418
input/j1204_5.sm,83,-162
input/j1204_6.sm,102,-294
input/j1204_7.sm,94,-535
input/j1204_8.sm,90,-594
input/j1204_9.sm,88,88
input/j1204_10.sm,88,-352
input/j1205_1.sm,102,-1210
input/j1205_2.sm,88,-332
input/j1205_3.sm,80,-135
input/j1205_4.sm,108,-1520
input/j1205_5.sm,93,-897
input/j1205_6.sm,102,-496
input/j1205_7.sm,112,-2144
input/j1205_8.sm,83,-445
input/j1205_9.sm,120,-664
input/j1205_10.sm,95,-55
input/j1206_1.sm,216,-855
input/j1206_2.sm,195,-5785
input/j1206_3.sm,196,-1871
input/j1206_4.sm,230,-1120
input/j1206_5.sm,169,-381
input/j1206_6.sm,231,-1897
input/j1206_7.sm,250,-4652
input/j1206_8.sm,230,-1742
input/j1206_9.sm,226,-541
input/j1206_10.sm,241,-2099
input/j1207_1.sm,144,-1015
input/j1207_2.sm,164,-2688
input/j1207_3.sm,147,-1302
input/j1207_4.sm,148,-876
input/j1207_5.sm,183,-1117
input/j1207_6.sm,180,-2130
input/j1207_7.sm,165,-1443
input/j1207_8.sm,131,-1229
input/j1207_9.sm,118,-1193
input/j1207_10.sm,152,-338
input/j1208_1.sm,132,-1288
input/j1208_2.sm,141,-2307
input/j1208_3.sm,130,-162
input/j1208_4.sm,131,-165
input/j1208_5.sm,136,-239
input/j1208_6.sm,117,-719
input/j1208_7.sm,122,-3882
input/j1208_8.sm,113,-2149
input/j1208_9.sm,118,-1146
input/j1208_10.sm,122,-1478
input/j1209_1.sm,126,-927
input/j1209_2.sm,106,-140
input/j1209_3.sm,105,22
input/j1209_4.sm,113,-2659
input/j1209_5.sm,120,-3960
input/j1209_6.sm,135,-3133
input/j1209_7.sm,92,-517
input/j1209_8.sm,106,-686
input/j1209_9.sm,106,106
input/j1209_10.sm,117,-2313
input/j12010_1.sm,127,-3240
input/j12010_2.sm,108,-2652
input/j12010_3.sm,127,-989
input/j12010_4.sm,112,-1674
input/j12010_5.sm,124,-2916
input/j12010_6.sm,112,-3824
input/j12010_7.sm,99,-1356
input/j12010_8.sm,150,-3672
input/j12010_9.sm,90,-1593
input/j12010_10.sm,83,-1217
input/j12011_1.sm,226,-380
input/j12011_2.sm,212,-2236
input/j12011_3.sm,288,-4450
input/j12011_4.sm,275,-3365
input/j12011_5.sm,291,-2334
input/j12011_6.sm,286,-2894
input/j12011_7.sm,221,-6306
input/j12011_8.sm,227,-4417
input/j12011_9.sm,232,-4564
input/j12011_10.sm,249,-3931
input/j12012_1.sm,184,-815
input/j12012_2.sm,148,-1868
input/j12012_3.sm,171,-3332
input/j12012_4.sm,184,-5972
input/j12012_5.sm,220,-4380
input/j12012_6.sm,159,-1813
input/j12012_7.sm,167,-535
input/j12012_8.sm,152,-1146
input/j12012_9.sm,147,-1400
input/j12012_10.sm,183,-1017
input/j12013_1.sm,166,-2496
input/j12013_2.sm,114,-4034
input/j12013_3.sm,158,-2302
input/j12013_4.sm,147,-4069
input/j12013_5.sm,133,-7617
input/j12013_6.sm,141,-3513
input/j12013_7.sm,142,-2017
input/j12013_8.sm,135,-3193
input/j12013_9.sm,115,-1562
input/j12013_10.sm,127,-393
input/j12014_1.sm,104,-27
input/j12014_2.sm,120,-12
input/j12014_3.sm,110,-821
input/j12014_4.sm,109,-427
input/j12014_5.sm,129,-546
input/j12014_6.sm,123,-3821
input/j12014_7.sm,113,-709
input/j12014_8.sm,146,-268
input/j12014_9.sm,119,-20
input/j12014_10.sm,106,-4094
input/j12015_1.sm,101,-2437
input/j12015_2.sm,89,-3177
input/j12015_3.sm,99,-1903
input/j12015_4.sm,101,-331
input/j12015_5.sm,87,-1653
input/j12015_6.sm,107,107
input/j12015_7.sm,88,-1235
input/j12015_8.sm,126,-5498
input/j12015_9.sm,120,-10906
input/j12015_10.sm,110,-2890
input/j12016_1.sm,251,-655
input/j12016_2.sm,315,-3181
input/j12016_3.sm,314,-4276
input/j12016_4.sm,259,-1127
input/j12016_5.sm,264,-4231
input/j12016_6.sm,257,-2551
input/j12016_7.sm,243,-2269
input/j12016_8.sm,251,-2435
input/j12016_9.sm,265,-2438
input/j12016_10.sm,295,-4185
input/j12017_1.sm,171,-634
input/j12017_2.sm,158,-1786
input/j12017_3.sm,136,-1494
input/j12017_4.sm,164,-7052
input/j12017_5.sm,165,-2475
input/j12017_6.sm,176,-3476
input/j12017_7.sm,192,-4484
input/j12017_8.sm,155,-2533
input/j12017_9.sm,172,-1349
input/j12017_10.sm,173,-2717
input/j12018_1.sm,174,-3075
input/j12018_2.sm,160,-6032
input/j12018_3.sm,115,-923
input/j12018_4.sm,127,-18143
input/j12018_5.sm,142,-3883
input/j12018_6.sm,172,-2644
input/j12018_7.sm,155,-3031
input/j12018_8.sm,141,-2173
input/j12018_9.sm,117,-2747
input/j12018_10.sm,129,-4011
input/j12019_1.sm,105,-981
input/j12019_2.sm,102,-2082
input/j12019_3.sm,101,-448
input/j12019_4.sm,132,132
input/j12019_5.sm,137,-233
input/j12019_6.sm,122,-1738
input/j12019_7.sm,121,-1749
input/j12019_8.sm,122,-1382
input/j12019_9.sm,110,-1591
input/j12019_10.sm,110,-5590
input/j12020_1.sm,112,-3517
input/j12020_2.sm,109,109
input/j12020_3.sm,107,-3753
input/j12020_4.sm,100,-288
input/j12020_5.sm,86,-2254
input/j12020_6.sm,89,-1675
input/j12020_7.sm,88,-1685
input/j12020_8.sm,131,-4423
input/j12020_9.sm,101,-4476
input/j12020_10.sm,104,-3096
input/j12021_1.sm,168,-7470
input/j12021_2.sm,164,-8926
input/j12021_3.sm,186,-4889
input/j12021_4.sm,179,-4921
input/j12021_5.sm,148,-1697
input/j12021_6.sm,141,-3361
input/j12021_7.sm,146,-5857
input/j12021_8.sm,188,-8756
input/j12021_9.sm,139,-906
input/j12021_10.sm,141,-2589
input/j12022_1.sm,142,-3023
input/j12022_2.sm,148,-5364
input/j12022_3.sm,132,-8175
input/j12022_4.sm,112,-5666
input/j12022_5.sm,125,-3315
input/j12022_6.sm,137,-2239
input/j12022_7.sm,152,-10047
input/j12022_8.sm,156,-9654
input/j12022_9.sm,146,-5548
input/j12022_10.sm,107,-3633
input/j12023_1.sm,123,-8054
input/j12023_2.sm,138,-6744
input/j12023_3.sm,114,-9029
input/j12023_4.sm,131,-5469
input/j12023_5.sm,134,-11341
input/j12023_6.sm,141,-2119
input/j12023_7.sm,118,-7146
input/j12023_8.sm,102,102
input/j12023_9.sm,127,-1476
input/j12023_10.sm,105,-1735
input/j12024_1.sm,114,-5430
input/j12024_2.sm,107,-125
input/j12024_3.sm,102,-3626
input/j12024_4.sm,110,-3634
input/j12024_5.sm,99,99
input/j12024_6.sm,101,-2495
input/j12024_7.sm,129,-2478
input/j12024_8.sm,118,-8688
input/j12024_9.sm,96,-4206
input/j12024_10.sm,107,-1813
input/j12025_1.sm,94,-3039
input/j12025_2.sm,122,-7138
input/j12025_3.sm,103,-5972
input/j12025_4.sm,140,-8400
input/j12025_5.sm,100,100
input/j12025_6.sm,106,-2846
input/j12025_7.sm,111,-383
input/j12025_8.sm,91,-653
input/j12025_9.sm,99,-3885
input/j12025_10.sm,105,-3645
input/j12026_1.sm,250,-10292
input/j12026_2.sm,243,-15381
input/j12026_3.sm,243,-8865
input/j12026_4.sm,240,-3316
input/j12026_5.sm,240,-13530
input/j12026_6.sm,290,-14046
input/j12026_7.sm,231,-11591
input/j12026_8.sm,271,-9791
input/j12026_9.sm,260,-8028
input/j12026_10.sm,282,-19738
input/j12027_1.sm,147,-4029
input/j12027_2.sm,151,-3255
input/j12027_3.sm,189,-6123
input/j12027_4.sm,139,-1445
input/j12027_5.sm,160,-10440
input/j12027_6.sm,211,-6173
input/j12027_7.sm,161,-4111
input/j12027_8.sm,181,-891
input/j12027_9.sm,174,-4668
input/j12027_10.sm,169,-7121
input/j12028_1.sm,156,-9871
input/j12028_2.sm,141,-14819
input/j12028_3.sm,147,-9135
input/j12028_4.sm,148,-400
input/j12028_5.sm,129,-4821
input/j12028_6.sm,144,-7032
input/j12028_7.sm,139,-1800
input/j12028_8.sm,130,-5708
input/j12028_9.sm,129,-2940
input/j12028_10.sm,171,-11309
input/j12029_1.sm,132,-7174
input/j12029_2.sm,107,-1303
input/j12029_3.sm,121,-3558
input/j12029_4.sm,99,-2173
input/j12029_5.sm,127,-3578
input/j12029_6.sm,123,-8457
input/j12029_7.sm,117,-170
input/j12029_8.sm,115,-4781
input/j12029_9.sm,108,-1915
input/j12029_10.sm,120,-7710
input/j12030_1.sm,121,-752
input/j12030_2.sm,123,-2505
input/j12030_3.sm,110,-6629
input/j12030_4.sm,105,-3717
input/j12030_5.sm,122,-7253
input/j12030_6.sm,100,-5228
input/j12030_7.sm,122,-9679
input/j12030_8.sm,102,-2580
input/j12030_9.sm,119,-12738
input/j12030_10.sm,101,-3499
input/j12031_1.sm,285,-9347
input/j12031_2.sm,262,-12724
input/j12031_3.sm,243,-30663
input/j12031_4.sm,336,-19728
input/j12031_5.sm,286,-3679
input/j12031_6.sm,265,-51755
input/j12031_7.sm,299,-7683
input/j12031_8.sm,266,-10206
input/j12031_9.sm,260,-2830
input/j12031_10.sm,333,-14237
input/j12032_1.sm,186,-1369
input/j12032_2.sm,179,-4189
input/j12032_3.sm,192,-2312
input/j12032_4.sm,184,-5154
input/j12032_5.sm,188,-6112
input/j12032_6.sm,164,164
input/j12032_7.sm,160,-4912
